title,popularity_fixed,genero1,genero2,genero3,cluster,genres
The Curse of Frankenstein,0.0,Horror,Science,Fiction,0,Horror Science Fiction
Son of Dracula,0.0,Fantasy,Horror,,0,Fantasy Horror
The Wolf Man,0.0,Horror,Drama,,0,Horror Drama
Howling II: Stirba - Werewolf Bitch,0.0,Thriller,Horror,,0,Thriller Horror
Tarantula,0.0,Horror,Science,Fiction,-1,Horror Science Fiction
The Rocky Horror Picture Show,1.2,Comedy,Horror,Music,0,Comedy Horror Music
The Flying Saucer,0.0,Thriller,Science,Fiction,0,Thriller Science Fiction
It Came from Hollywood,5.0,Comedy,Documentary,,0,Comedy Documentary
The Thing from Another World,0.0,Horror,Science,Fiction,0,Horror Science Fiction
It Came from Outer Space,0.0,Horror,Science,Fiction,0,Horror Science Fiction
The War of the Worlds,2.0,Horror,Science,Fiction,0,Horror Science Fiction
It Came from Beneath the Sea,0.0,Horror,Science,Fiction,0,Horror Science Fiction
Invasion of the Body Snatchers,0.417,Horror,Science,Fiction,0,Horror Science Fiction
Earth vs. the Flying Saucers,0.0,Action,Science,Fiction,0,Action Science Fiction
It Conquered the World,0.0,Horror,Science,Fiction,0,Horror Science Fiction
The Mole People,0.0,Adventure,Fantasy,Horror,0,Adventure Fantasy Horror
Swamp Thing,3.0,Horror,Science,Fiction,0,Horror Science Fiction
Pork Chop Hill,0.0,Action,War,Drama,0,Action War Drama
"Run Silent, Run Deep",0.0,Drama,War,,0,Drama War
Notting Hill,42.0,Romance,Comedy,Drama,0,Romance Comedy Drama
The Thirteenth Floor,16.0,Thriller,Science,Fiction,-1,Thriller Science Fiction
Eternity and a Day,0.0,Drama,,,0,Drama
The Loss of Sexual Innocence,4.0,Drama,,,0,Drama
Twice Upon a Yesterday,0.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
Instinct,80.0,Drama,Mystery,Thriller,47,Drama Mystery Thriller
Buena Vista Social Club,0.0,Documentary,Music,,8,Documentary Music
Desert Blue,0.0,Comedy,Drama,,0,Comedy Drama
A Place at the Table,0.0,Documentary,,,90,Documentary
Floating,0.0,Drama,,,-1,Drama
Free Enterprise,0.0,Comedy,Romance,,0,Comedy Romance
Limbo,8.0,Adventure,Drama,Thriller,-1,Adventure Drama Thriller
Austin Powers: The Spy Who Shagged Me,33.0,Adventure,Comedy,Crime,0,Adventure Comedy Crime
Promise Her Anything,0.0,Comedy,Drama,Fantasy,69,Comedy Drama Fantasy
The Red Dwarf,0.0,Drama,Comedy,,0,Drama Comedy
The Red Violin,18.0,Drama,Thriller,Mystery,0,Drama Thriller Mystery
Tarzan,150.0,Adventure,Animation,Drama,0,Adventure Animation Drama
The General's Daughter,60.0,Crime,Drama,Mystery,84,Crime Drama Mystery
Get Bruce!,0.0,Comedy,Documentary,,-1,Comedy Documentary
An Ideal Husband,14.0,Drama,Comedy,Romance,-1,Drama Comedy Romance
The Legend of 1900,9.0,Fantasy,,,0,Fantasy
Run Lola Run,1.53,Action,Drama,Thriller,0,Action Drama Thriller
Trekkies,0.0,Documentary,,,-1,Documentary
Big Daddy,34.2,Comedy,Drama,,0,Comedy Drama
The Boys,0.0,Drama,,,0,Drama
The Dinner Game,12.5,Comedy,,,0,Comedy
My Son the Fanatic,0.0,Drama,Comedy,Foreign,0,Drama Comedy Foreign
Zone 39,0.0,Science,Fiction,,0,Science Fiction
Arachnophobia,31.0,Comedy,Horror,,-1,Comedy Horror
"South Park: Bigger, Longer & Uncut",21.0,Animation,Comedy,Music,0,Animation Comedy Music
Wild Wild West,170.0,Action,Adventure,Comedy,0,Action Adventure Comedy
Summer of Sam,0.0,Thriller,Drama,Crime,0,Thriller Drama Crime
Broken Vessels,0.0,Drama,,,13,Drama
Les Amants du Pont-Neuf,28.0,Drama,Romance,,11,Drama Romance
"Late August, Early September",0.0,Drama,Foreign,,0,Drama Foreign
American Pie,11.0,Comedy,Romance,,0,Comedy Romance
Arlington Road,21.5,Drama,Thriller,Mystery,0,Drama Thriller Mystery
Autumn Tale,0.0,Drama,Romance,,14,Drama Romance
Muppets from Space,24.0,Fantasy,Comedy,Science,0,Fantasy Comedy Science
The Blair Witch Project,0.06,Horror,Mystery,,81,Horror Mystery
My Life So Far,0.0,Comedy,Drama,,0,Comedy Drama
Eyes Wide Shut,65.0,Mystery,Drama,,0,Mystery Drama
Lake Placid,27.0,Horror,Comedy,Action,73,Horror Comedy Action
The Wood,6.0,Comedy,Drama,Romance,0,Comedy Drama Romance
The Velocity of Gary,4.0,Drama,Romance,,58,Drama Romance
Ghostbusters,30.0,Comedy,Fantasy,,0,Comedy Fantasy
Ghostbusters II,37.0,Comedy,Fantasy,,0,Comedy Fantasy
Drop Dead Gorgeous,10.0,Comedy,,,0,Comedy
The Haunting,80.0,Horror,Thriller,Fantasy,135,Horror Thriller Fantasy
Inspector Gadget,75.0,Action,Adventure,Comedy,84,Action Adventure Comedy
Trick,0.45,Comedy,Romance,,132,Comedy Romance
Deep Blue Sea,60.0,Action,Science,Fiction,0,Action Science Fiction
Mystery Men,68.0,Adventure,Fantasy,Action,0,Adventure Fantasy Action
Runaway Bride,70.0,Comedy,Romance,,0,Comedy Romance
Twin Falls Idaho,0.0,Drama,Romance,,0,Drama Romance
The Killing,0.32,Drama,Action,Thriller,50,Drama Action Thriller
Killer's Kiss,0.075,Crime,Drama,Thriller,0,Crime Drama Thriller
Spartacus,12.0,Action,Drama,History,-1,Action Drama History
Lolita,2.0,Drama,Romance,,126,Drama Romance
Barry Lyndon,11.0,Drama,Romance,War,-1,Drama Romance War
The 400 Blows,0.0,Drama,,,-1,Drama
Jules and Jim,0.0,Drama,Romance,,-1,Drama Romance
Vibes,1.884,Romance,Action,Comedy,-1,Romance Action Comedy
The Mosquito Coast,0.0,Adventure,Drama,,-1,Adventure Drama
The Golden Child,25.0,Action,Adventure,Comedy,0,Action Adventure Comedy
Brighton Beach Memoirs,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Assassination,0.0,Drama,Action,Thriller,0,Drama Action Thriller
Crimes of the Heart,0.0,Drama,Family,,0,Drama Family
The Color Purple,15.0,Drama,,,0,Drama
The Kindred,0.0,Horror,Science,Fiction,-1,Horror Science Fiction
No Mercy,0.0,Action,Crime,Thriller,-1,Action Crime Thriller
Ménage,0.0,Crime,Drama,Comedy,-1,Crime Drama Comedy
Native Son,2.0,Drama,,,0,Drama
Otello,0.0,,,,-1,
The Mission,24.5,Adventure,Drama,Action,67,Adventure Drama Action
Little Shop of Horrors,25.0,Horror,Comedy,Music,0,Horror Comedy Music
The Little Shop of Horrors,0.03,Comedy,,,0,Comedy
Allan Quatermain and the Lost City of Gold,0.0,Action,Adventure,Comedy,0,Action Adventure Comedy
The Morning After,0.0,Crime,Drama,Mystery,-1,Crime Drama Mystery
Radio Days,16.0,Comedy,Drama,,0,Comedy Drama
From the Hip,0.0,Comedy,Drama,,-1,Comedy Drama
Outrageous Fortune,0.0,Action,Comedy,Mystery,0,Action Comedy Mystery
The Bedroom Window,0.0,Crime,Thriller,Mystery,0,Crime Thriller Mystery
Deadtime Stories,0.0,Horror,Thriller,,-1,Horror Thriller
Light of Day,0.0,Music,Drama,,0,Music Drama
Wanted: Dead or Alive,0.0,Action,Thriller,Crime,0,Action Thriller Crime
Frances,0.0,Drama,,,-1,Drama
Plenty,0.0,Drama,Romance,,121,Drama Romance
Dick,13.0,Comedy,,,136,Comedy
The Gambler,0.0,,,,-1,
The Iron Giant,70.0,Adventure,Animation,Family,0,Adventure Animation Family
The Sixth Sense,40.0,Mystery,Thriller,Drama,4,Mystery Thriller Drama
The Thomas Crown Affair,48.0,Drama,Crime,Romance,0,Drama Crime Romance
The Thomas Crown Affair,4.3,Romance,Crime,Thriller,0,Romance Crime Thriller
The Acid House,0.0,Comedy,Drama,,0,Comedy Drama
The Adventures of Sebastian Cole,0.0,Drama,Comedy,,0,Drama Comedy
Illuminata,0.0,Drama,,,-1,Drama
Stiff Upper Lips,0.0,Comedy,,,-1,Comedy
The Yards,0.0,Drama,Action,Thriller,-1,Drama Action Thriller
Bowfinger,55.0,Comedy,,,-1,Comedy
Brokedown Palace,25.0,Drama,Thriller,,20,Drama Thriller
Detroit Rock City,6.5,Comedy,Music,,0,Comedy Music
Alice and Martin,0.0,Drama,Romance,,0,Drama Romance
Better Than Chocolate,0.0,Drama,Romance,,0,Drama Romance
Head On,0.0,Drama,,,0,Drama
Marcello Mastroianni: I Remember,0.0,Documentary,,,0,Documentary
Cobra,0.0,Drama,Romance,,-1,Drama Romance
Never Talk to Strangers,6.4,Thriller,Romance,,0,Thriller Romance
Heaven Can Wait,0.0,Fantasy,Drama,Comedy,0,Fantasy Drama Comedy
The Raven,0.35,Comedy,Fantasy,Horror,-1,Comedy Fantasy Horror
The Tingler,0.25,Horror,,,-1,Horror
The Pit and the Pendulum,0.2,Fantasy,Horror,Drama,0,Fantasy Horror Drama
The Tomb of Ligeia,0.0,Horror,Drama,,0,Horror Drama
The Masque of the Red Death,0.0,Drama,Horror,,0,Drama Horror
Tales of Terror,0.0,Thriller,Comedy,Horror,0,Thriller Comedy Horror
Haunted Honeymoon,0.0,Comedy,Horror,Music,72,Comedy Horror Music
Cat's Eye,0.0,Comedy,Thriller,Horror,0,Comedy Thriller Horror
And Now for Something Completely Different,0.0,Comedy,,,-1,Comedy
Damien: Omen II,6.8,Action,Drama,Horror,0,Action Drama Horror
Omen III: The Final Conflict,0.0,Drama,Horror,Thriller,0,Drama Horror Thriller
Airplane!,3.5,Comedy,,,0,Comedy
Airplane II: The Sequel,0.0,Comedy,,,0,Comedy
An American Werewolf in Paris,22.0,Horror,Comedy,,0,Horror Comedy
National Lampoon’s European Vacation,0.0,Adventure,Comedy,Romance,0,Adventure Comedy Romance
National Lampoon's Vacation,15.0,Comedy,Adventure,Romance,0,Comedy Adventure Romance
Funny Farm,0.0,Comedy,,,0,Comedy
Big,18.0,Fantasy,Drama,Comedy,0,Fantasy Drama Comedy
Problem Child,0.0,Comedy,,,0,Comedy
Problem Child 2,0.0,Comedy,,,0,Comedy
Little Nemo: Adventures In Slumberland,0.0,Adventure,Animation,Family,0,Adventure Animation Family
Oscar and Lucinda,0.0,Drama,Romance,,-1,Drama Romance
Tequila Sunrise,23.0,Action,Adventure,Crime,31,Action Adventure Crime
The Pelican Brief,45.0,Drama,Mystery,Thriller,137,Drama Mystery Thriller
A Christmas Story,0.0,Comedy,Family,,0,Comedy Family
Mickey Blue Eyes,0.0,Comedy,Crime,Romance,0,Comedy Crime Romance
Teaching Mrs. Tingle,13.0,Comedy,Thriller,,0,Comedy Thriller
Universal Soldier: The Return,45.0,Action,Science,Fiction,0,Action Science Fiction
Universal Soldier,23.0,Thriller,Action,Science,0,Thriller Action Science
Love Stinks,0.0,Comedy,Romance,,0,Comedy Romance
Perfect Blue,0.0,Animation,Thriller,,0,Animation Thriller
With Friends Like These...,0.0,Horror,Science,Fiction,0,Horror Science Fiction
In Too Deep,7.0,Drama,Action,Thriller,0,Drama Action Thriller
The Source,0.0,Documentary,Foreign,,-1,Documentary Foreign
The Bat,0.0,Horror,Mystery,Thriller,-1,Horror Mystery Thriller
Iron Eagle,0.0,Action,Thriller,War,0,Action Thriller War
Iron Eagle II,0.0,Action,Adventure,Drama,0,Action Adventure Drama
Iron Eagle III,0.0,Action,Thriller,,0,Action Thriller
Iron Eagle IV,0.0,Action,Adventure,,0,Action Adventure
Three Days of the Condor,0.0,Action,Thriller,Mystery,0,Action Thriller Mystery
Hamlet from the Lunt-Fontanne Theatre,0.0,,,,108,
Male and Female,0.0,Adventure,Drama,,102,Adventure Drama
Medicine Man,40.0,Adventure,,,0,Adventure
The Spiders - The Golden Sea,0.0,Adventure,,,0,Adventure
On the Ropes,0.0,,,,-1,
Rosie,0.0,,,,-1,
The 13th Warrior,160.0,Adventure,Fantasy,Action,0,Adventure Fantasy Action
The Astronaut's Wife,75.0,Drama,Science,Fiction,0,Drama Science Fiction
Dudley Do-Right,70.0,Comedy,Family,Romance,99,Comedy Family Romance
The Muse,0.0,Fantasy,Comedy,,-1,Fantasy Comedy
Cabaret Balkan,0.0,Drama,,,-1,Drama
A Dog Of Flanders,0.0,Drama,Family,,0,Drama Family
The Lost Son,0.0,Mystery,Thriller,,0,Mystery Thriller
Lucie Aubrac,0.0,Drama,,,-1,Drama
The Very Thought of You,0.0,Comedy,Romance,,-1,Comedy Romance
Chill Factor,70.0,Action,Comedy,Thriller,-1,Action Comedy Thriller
Outside Providence,7.0,Romance,Comedy,Drama,131,Romance Comedy Drama
Bedrooms and Hallways,0.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
I Woke Up Early The Day I Died,0.0,Comedy,,,0,Comedy
West Beyrouth,0.0,Romance,Drama,Comedy,0,Romance Drama Comedy
Stigmata,29.0,Horror,,,-1,Horror
Stir of Echoes,12.0,Horror,Mystery,Thriller,-1,Horror Mystery Thriller
Best Laid Plans,0.0,Drama,Thriller,Crime,0,Drama Thriller Crime
"Black Cat, White Cat",0.0,Comedy,Romance,,0,Comedy Romance
The Minus Man,0.0,Drama,Thriller,,0,Drama Thriller
Whiteboyz,0.0,Comedy,Drama,Music,-1,Comedy Drama Music
The Adventures of Milo and Otis,0.0,Adventure,Drama,Family,0,Adventure Drama Family
Only Angels Have Wings,0.0,Action,Adventure,Drama,0,Action Adventure Drama
Othello,0.0,Drama,Romance,,6,Drama Romance
Queens Logic,0.0,Comedy,Drama,,-1,Comedy Drama
Public Access,0.0,Drama,Thriller,,-1,Drama Thriller
A Soldier's Story,6.0,Drama,Mystery,War,0,Drama Mystery War
Alice Sweet Alice,0.34,Horror,Mystery,Thriller,0,Horror Mystery Thriller
Don't Look in the Basement,0.0,Horror,Thriller,,0,Horror Thriller
Nightmares,0.0,Science,Fiction,Horror,-1,Science Fiction Horror
I Saw What You Did,0.0,Horror,Mystery,Thriller,0,Horror Mystery Thriller
Yellow Submarine,0.0,Animation,Fantasy,Music,-1,Animation Fantasy Music
American Beauty,15.0,Drama,,,0,Drama
Stop Making Sense,1.2,Documentary,Music,,4,Documentary Music
Blue Streak,65.0,Action,Comedy,Crime,0,Action Comedy Crime
For Love of the Game,50.0,Drama,Romance,,0,Drama Romance
Caligula,17.5,Drama,History,Romance,-1,Drama History Romance
A Hard Day's Night,0.56,Comedy,Music,,0,Comedy Music
Splendor,0.0,Comedy,,,-1,Comedy
Sugar Town,0.0,Comedy,,,0,Comedy
The Buddy Holly Story,1.2,Drama,,,0,Drama
Fright Night,9.0,Horror,,,0,Horror
Fright Night Part 2,0.0,Comedy,Horror,,0,Comedy Horror
La séparation,0.0,Drama,Foreign,,15,Drama Foreign
Barefoot in the Park,0.0,Comedy,Romance,,0,Comedy Romance
Deliverance,2.0,Drama,Adventure,Thriller,-1,Drama Adventure Thriller
Excalibur,11.0,Fantasy,Adventure,,-1,Fantasy Adventure
Lulu on the Bridge,0.0,Drama,Mystery,Romance,0,Drama Mystery Romance
The Pajama Game,0.0,Comedy,Music,,0,Comedy Music
Sommersby,0.0,Drama,Thriller,Mystery,-1,Drama Thriller Mystery
Thumbelina,28.0,Animation,Drama,Family,-1,Animation Drama Family
Tommy,5.0,Drama,Music,,0,Drama Music
Hell Night,0.0,Horror,,,0,Horror
Armour of God II: Operation Condor,0.0,Action,Adventure,Crime,0,Action Adventure Crime
Armour of God,15.0,Adventure,Action,Comedy,0,Adventure Action Comedy
Double Jeopardy,70.0,Crime,Drama,Mystery,0,Crime Drama Mystery
Jakob the Liar,0.0,Comedy,Drama,History,111,Comedy Drama History
Mumford,0.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
Dog Park,0.0,Romance,Comedy,,0,Romance Comedy
Guinevere,2.6,Drama,Romance,,-1,Drama Romance
The Adventures of Elmo in Grouchland,0.0,Family,,,0,Family
Simon Sez,0.0,Action,Comedy,Thriller,130,Action Comedy Thriller
Drive Me Crazy,8.0,Drama,Comedy,Romance,0,Drama Comedy Romance
"Mystery, Alaska",28.0,Drama,Comedy,,77,Drama Comedy
Three Kings,75.0,Action,Adventure,Comedy,0,Action Adventure Comedy
"Happy, Texas",1.7,Comedy,Crime,,0,Comedy Crime
New Rose Hotel,0.0,Drama,Science,Fiction,0,Drama Science Fiction
Plunkett & MacLeane,0.0,Drama,Action,Comedy,-1,Drama Action Comedy
Romance,0.0,Romance,Drama,Comedy,0,Romance Drama Comedy
Napoleon and Samantha,0.0,Action,Adventure,Drama,-1,Action Adventure Drama
Alvarez Kelly,0.0,Action,War,Western,-1,Action War Western
And the Ship Sails On,0.0,Comedy,Drama,Foreign,-1,Comedy Drama Foreign
The Dark Half,15.0,Mystery,Horror,,0,Mystery Horror
Gulliver's Travels,0.0,Action,Adventure,Animation,138,Action Adventure Animation
Monkey Shines,7.0,Thriller,Drama,Horror,61,Thriller Drama Horror
Phantasm,0.3,Horror,Science,Fiction,-1,Horror Science Fiction
Psycho II,5.0,Horror,Mystery,Thriller,0,Horror Mystery Thriller
Psycho III,0.0,Horror,Thriller,,0,Horror Thriller
Rain,0.0,Drama,,,0,Drama
Sanjuro,0.0,Drama,Action,Comedy,-1,Drama Action Comedy
Random Hearts,64.0,Drama,Romance,,0,Drama Romance
Superstar,0.0,Comedy,Family,,-1,Comedy Family
Boys Don't Cry,2.0,Crime,Drama,,0,Crime Drama
"Five Wives, Three Secretaries and Me",0.0,Documentary,,,8,Documentary
L'ennui,0.0,Drama,Romance,,-1,Drama Romance
The Grandfather,0.0,Drama,Foreign,,-1,Drama Foreign
The Limey,10.0,Action,Crime,Drama,-1,Action Crime Drama
The Mating Habits of the Earthbound Human,0.0,Comedy,Romance,Science,0,Comedy Romance Science
Molly,0.0,Drama,Comedy,Romance,-1,Drama Comedy Romance
Risky Business,6.2,Comedy,Romance,,74,Comedy Romance
Total Recall,65.0,Action,Adventure,Science,28,Action Adventure Science
Body Heat,0.0,Drama,Thriller,Crime,0,Drama Thriller Crime
Ferris Bueller's Day Off,6.0,Comedy,,,0,Comedy
The Year of Living Dangerously,6.0,War,Drama,Romance,0,War Drama Romance
Children of Paradise,0.0,Drama,Romance,,0,Drama Romance
High Plains Drifter,5.5,Western,,,0,Western
Hang 'em High,1.8,Western,,,0,Western
Citizen's Band,0.0,Comedy,,,83,Comedy
Drunken Master,0.0,Action,Comedy,,-1,Action Comedy
The Conformist,0.75,Drama,,,-1,Drama
Hairspray,0.0,Comedy,Family,Music,-1,Comedy Family Music
Brief Encounter,0.0,Drama,Romance,,137,Drama Romance
The Razor's Edge,0.0,Drama,,,115,Drama
Reds,32.0,Drama,History,,-1,Drama History
Return with Honor,1.0,Documentary,,,0,Documentary
Time of the Gypsies,0.0,Drama,Comedy,Crime,0,Drama Comedy Crime
Days of Heaven,0.0,Drama,Romance,,0,Drama Romance
The Fire Within,0.0,Drama,,,-1,Drama
El Amor Brujo,0.0,,,,-1,
The Lady Eve,0.0,Comedy,Romance,,0,Comedy Romance
Sullivan's Travels,0.689665,Adventure,Comedy,Drama,138,Adventure Comedy Drama
The Palm Beach Story,0.0,Comedy,Romance,,0,Comedy Romance
Man Facing Southeast,0.0,Mystery,Science,Fiction,0,Mystery Science Fiction
Niagara,1.25,Crime,Drama,Thriller,119,Crime Drama Thriller
Gilda,0.0,Drama,Romance,Thriller,-1,Drama Romance Thriller
South Pacific,6.0,Music,Romance,War,0,Music Romance War
Flashdance,4.0,Drama,Music,Romance,-1,Drama Music Romance
Indochine,0.0,Drama,Romance,,-1,Drama Romance
The Dirty Dozen,5.4,Action,Adventure,War,44,Action Adventure War
Mike's Murder,0.0,Drama,Mystery,Thriller,0,Drama Mystery Thriller
Help!,1.5,Comedy,Music,,-1,Comedy Music
Goldfinger,2.5,Adventure,Action,Thriller,-1,Adventure Action Thriller
From Russia with Love,2.0,Action,Thriller,Adventure,0,Action Thriller Adventure
Dr. No,0.95,Adventure,Action,Thriller,3,Adventure Action Thriller
The Blue Lagoon,4.5,Romance,Adventure,Drama,0,Romance Adventure Drama
A Fistful of Dollars,0.2,Western,,,-1,Western
Hard Eight,3.0,Drama,Thriller,,0,Drama Thriller
Home Alone 2: Lost in New York,18.0,Comedy,Family,Adventure,0,Comedy Family Adventure
Penitentiary,0.0,Action,Drama,,0,Action Drama
Penitentiary II,0.0,Action,Thriller,,0,Action Thriller
Someone to Watch Over Me,17.0,Crime,Drama,Romance,-1,Crime Drama Romance
Sparrows,0.463455,Drama,,,79,Drama
Naturally Native,0.7,Drama,,,0,Drama
Fight Club,63.0,Drama,,,8,Drama
Beefcake,0.0,Drama,History,Documentary,-1,Drama History Documentary
The Story of Us,50.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Fever Pitch,0.0,Comedy,Romance,,0,Comedy Romance
Joe the King,0.0,Crime,Drama,,0,Crime Drama
Julien Donkey-Boy,0.0,Comedy,Drama,,0,Comedy Drama
The Omega Code,0.0,Horror,Thriller,,-1,Horror Thriller
The Straight Story,10.0,Drama,,,0,Drama
The Bad Seed,0.0,Crime,Drama,Horror,0,Crime Drama Horror
Time Bandits,5.0,Family,Fantasy,Science,0,Family Fantasy Science
A Man and a Woman,0.0,Drama,Romance,,0,Drama Romance
Fitzcarraldo,7.362,Action,Adventure,Drama,-1,Action Adventure Drama
All That Jazz,0.0,Drama,Music,,-1,Drama Music
Red Sorghum,0.0,Drama,War,,0,Drama War
Crimes and Misdemeanors,19.0,Comedy,Drama,,0,Comedy Drama
Bats,0.0,Horror,Thriller,,-1,Horror Thriller
The Best Man,9.0,Drama,Comedy,,0,Drama Comedy
Bringing Out the Dead,32.0,Drama,,,0,Drama
Crazy in Alabama,0.0,Comedy,Drama,,0,Comedy Drama
Three to Tango,20.0,Comedy,Romance,,117,Comedy Romance
Body Shots,0.0,Drama,Romance,,0,Drama Romance
Men Cry Bullets,0.0,Comedy,Drama,,0,Comedy Drama
Brother Can You Spare A Dime,0.0,Documentary,,,0,Documentary
The Guardian,0.0,Drama,Horror,Mystery,8,Drama Horror Mystery
The Ipcress File,0.0,Thriller,,,-1,Thriller
On Any Sunday,0.0,Documentary,,,134,Documentary
RoboCop,13.0,Action,Thriller,Science,52,Action Thriller Science
RoboCop 2,35.0,Action,Adventure,Crime,52,Action Adventure Crime
Who Framed Roger Rabbit,70.0,Fantasy,Animation,Comedy,127,Fantasy Animation Comedy
Melvin and Howard,0.0,Comedy,Drama,,100,Comedy Drama
For Your Eyes Only,28.0,Adventure,Action,Thriller,0,Adventure Action Thriller
Licence to Kill,32.0,Adventure,Action,Thriller,0,Adventure Action Thriller
Live and Let Die,7.0,Adventure,Action,Thriller,0,Adventure Action Thriller
Rawhead Rex,0.0,Horror,,,66,Horror
Thunderball,5.5,Adventure,Action,Thriller,-1,Adventure Action Thriller
The City,0.0,Drama,,,0,Drama
House on Haunted Hill,19.0,Horror,Mystery,Thriller,0,Horror Mystery Thriller
Music of the Heart,27.0,Drama,,,0,Drama
Being John Malkovich,13.0,Fantasy,Drama,Comedy,0,Fantasy Drama Comedy
Dreaming of Joseph Lees,2.0,Romance,Drama,,-1,Romance Drama
Man Of The Century,0.0,Romance,Comedy,,0,Romance Comedy
Princess Mononoke,26.5,Adventure,Fantasy,Animation,0,Adventure Fantasy Animation
The Suburbans,0.0,Comedy,Drama,,-1,Comedy Drama
My Best Fiend,0.0,Documentary,,,0,Documentary
Train of Life,0.15479,Drama,Comedy,War,0,Drama Comedy War
The Bachelor,51.0,Comedy,,,-1,Comedy
The Bone Collector,73.0,Drama,Mystery,Thriller,0,Drama Mystery Thriller
The Insider,90.0,Drama,Thriller,,-1,Drama Thriller
American Movie,0.0,Documentary,,,0,Documentary
Last Night,0.0,Romance,Drama,Science,0,Romance Drama Science
Portraits Chinois,0.0,Drama,Comedy,,-1,Drama Comedy
Rosetta,0.0,Drama,,,-1,Drama
"They Shoot Horses, Don't They?",0.0,Drama,,,0,Drama
Battling Butler,0.0,Drama,Comedy,,-1,Drama Comedy
Bride of Re-Animator,2.0,Comedy,Horror,Science,0,Comedy Horror Science
Bustin' Loose,0.0,Adventure,Comedy,,-1,Adventure Comedy
Coma,0.0,Thriller,Mystery,Drama,-1,Thriller Mystery Drama
Creepshow,8.0,Horror,Comedy,Fantasy,139,Horror Comedy Fantasy
Creepshow 2,3.5,Horror,,,139,Horror
Re-Animator,0.9,Science,Fiction,Comedy,0,Science Fiction Comedy
Drugstore Cowboy,2.5,Crime,Drama,,0,Crime Drama
Falling Down,25.0,Crime,Drama,Thriller,0,Crime Drama Thriller
The Funhouse,0.0,Horror,,,-1,Horror
The General,0.75,Action,Adventure,Comedy,84,Action Adventure Comedy
My Best Girl,0.483103,Drama,Comedy,Romance,0,Drama Comedy Romance
Piranha,0.66,Horror,,,-1,Horror
Rough Night in Jericho,0.0,Western,,,0,Western
Slaughterhouse,0.0,Horror,,,-1,Horror
The Taming of the Shrew,0.0,Comedy,Drama,Romance,-1,Comedy Drama Romance
Nighthawks,5.0,Action,Crime,Thriller,-1,Action Crime Thriller
Yojimbo,0.0,Drama,Thriller,,-1,Drama Thriller
Repossessed,0.0,Comedy,Horror,,-1,Comedy Horror
The Omega Man,0.0,Action,Science,Fiction,0,Action Science Fiction
Spaceballs,22.7,Comedy,Science,Fiction,-1,Comedy Science Fiction
Robin Hood,15.0,Animation,Family,,0,Animation Family
Mister Roberts,0.0,Comedy,Drama,Family,98,Comedy Drama Family
Quest for Fire,12.0,Adventure,Drama,,0,Adventure Drama
Little Big Man,15.0,Adventure,Western,History,0,Adventure Western History
A Face in the Crowd,0.0,Drama,,,0,Drama
Trading Places,40.6,Comedy,,,0,Comedy
Meatballs,0.0,Comedy,,,0,Comedy
Meatballs Part II,0.0,Comedy,,,0,Comedy
Meatballs III: Summer Job,0.0,Comedy,,,0,Comedy
Meatballs 4,0.0,Comedy,,,0,Comedy
Dead Again,0.0,Thriller,,,0,Thriller
Peter's Friends,0.0,Comedy,Drama,,0,Comedy Drama
The Incredibly True Adventure of Two Girls In Love,0.0,Comedy,Drama,Romance,0,Comedy Drama Romance
Experience Preferred...But Not Essential,0.0,Comedy,,,-1,Comedy
Under the Rainbow,20.0,Comedy,,,-1,Comedy
How I Won the War,0.0,Comedy,War,,0,Comedy War
Light It Up,0.0,Drama,Thriller,,0,Drama Thriller
Anywhere But Here,23.0,Drama,Comedy,Romance,-1,Drama Comedy Romance
Dogma,10.0,Fantasy,Comedy,Adventure,-1,Fantasy Comedy Adventure
The Messenger: The Story of Joan of Arc,60.0,Adventure,Drama,Action,0,Adventure Drama Action
Pokémon: The First Movie: Mewtwo Strikes Back,30.0,Animation,,,0,Animation
Felicia's Journey,0.0,Drama,,,0,Drama
Oxygen,0.0,Mystery,Thriller,Crime,-1,Mystery Thriller Crime
Where's Marlowe?,0.0,Comedy,Mystery,Thriller,-1,Comedy Mystery Thriller
The Ape,0.0,Drama,Horror,Science,-1,Drama Horror Science
British Intelligence,0.0,Action,Adventure,,-1,Action Adventure
The Commitments,0.0,Comedy,Drama,Music,-1,Comedy Drama Music
Holiday Inn,0.0,Comedy,Drama,Music,17,Comedy Drama Music
The Longest Day,10.0,Action,Drama,History,0,Action Drama History
Poison Ivy,0.0,Thriller,,,0,Thriller
Poison Ivy: The New Seduction,0.0,Thriller,Romance,,0,Thriller Romance
Ten Benny,0.0,Drama,Action,,109,Drama Action
Tora! Tora! Tora!,25.485,History,Action,Drama,-1,History Action Drama
Women on the Verge of a Nervous Breakdown,0.7,Comedy,Drama,,0,Comedy Drama
The Verdict,16.0,Drama,,,-1,Drama
The Effect of Gamma Rays on Man-in-the-Moon Marigolds,0.0,Drama,,,0,Drama
The Adventures of Buckaroo Banzai Across the 8th Dimension,0.0,Comedy,Science,Fiction,0,Comedy Science Fiction
Stand and Deliver,0.0,Drama,,,0,Drama
