title,runtime,release_year
"George Lopez: Tall, Dark & Chicano",90.0,2009
Geronimo,101.0,1962
Cheech & Chong Get Out of My Room,53.0,1985
Get Yourself a College Girl,87.0,1964
Ghost Son,78.0,2007
Ghost Team One,107.0,2013
The Invisible Boy,0.0,2014
The 11 Commandments,85.0,2004
Chappie,120.0,2015
Partysaurus Rex,7.0,2012
The Legend of Mor'du,6.0,2012
Toy Story That Time Forgot,22.0,2014
Implanted,88.0,2013
The Salt of the Earth,109.0,2014
"No Retreat, No Surrender 2: Raging Thunder",104.0,1988
Vincent: A Life in Color,96.0,2008
Lille Fridolf Och Jag,0.0,1956
The Call of the Wild,100.0,1972
Hotel Sahara,96.0,1951
Double Confession,80.0,1950
Three Men in a Boat,84.0,1956
Across the Bridge,103.0,1957
The Hellions,80.0,1961
The Biggest Bundle of Them All,108.0,1968
A Master Builder,130.0,2013
The Snow White Murder Case,126.0,2014
Gimme Shelter,101.0,2013
Girl Happy,96.0,1965
Big Shot: Confessions of a Campus Bookie,88.0,2002
Girls Gone Dead,104.0,2012
Go for It!,105.0,2011
Going Hollywood,78.0,1933
Gold Diggers in Paris,97.0,1938
Harvest,103.0,2011
Zenobia,73.0,1939
Zebra in the Kitchen,92.0,1965
Jim Breuer: And Laughter for All,58.0,2013
How to Eat Your Watermelon in White Company (and Enjoy It),0.0,2005
In Vogue: The Editor's Eye,90.0,2012
Savannah,101.0,2013
3 Simoa,90.0,2012
The Fool,116.0,2014
The Disappeared,96.0,2008
The Dark Matter of Love,93.0,2012
Out Of The Clear Blue Sky,107.0,2012
The Call of the Wild,94.0,1976
Taken 3,109.0,2014
Blackhat,133.0,2015
Tiger Eyes,92.0,2012
Santa Fe,88.0,1951
Memed My Hawk,110.0,1984
Let Freedom Ring,87.0,1939
Home of the Brave,75.0,2004
City Cops,100.0,1989
Miami Exposé,73.0,1956
Beck 27 - Rum 302,95.0,2015
Odd Girl Out,120.0,2005
By the Law,80.0,1926
Queen Sized,87.0,2008
Tru Confessions,112.0,2002
All The Fine Young Cannibals,112.0,1960
Headfirst,94.0,2014
"Eila, Rampe ja Likka",93.0,2014
Lady Liberty,97.0,1971
Night Train,93.0,1959
Jump,104.0,1965
Korso,83.0,2014
Nocturna,80.0,2007
Son of a Gun,108.0,2014
The Land,0.0,1942
Grass: A Nation's Battle for Life,71.0,1925
War-Gods of the Deep,84.0,1965
That Naughty Girl,86.0,1956
The Vixen,86.0,1969
The Big Shave,6.0,1968
What's a Nice Girl Like You Doing in a Place Like This?,9.0,1963
Terminator Genisys,126.0,2015
Bad Day on the Block,88.0,1997
Those Awful Hats,2.0,1909
Robin Williams: Weapons of Self Destruction,90.0,2009
John Mulaney: New In Town,60.0,2012
Come Dance with Me!,91.0,1959
Patton Oswalt: Finest Hour,59.0,2011
Patton Oswalt: My Weakness Is Strong,63.0,2009
Patton Oswalt: Werewolves and Lollipops,54.0,2007
Kevin Nealon: Now Hear Me Out!,72.0,2009
"Kevin Nealon: Whelmed, But Not Overly",0.0,2012
The War at Home,0.0,1979
One Bright Shining Moment,123.0,2005
The Woman in Black 2: Angel of Death,90.0,2014
Sherlock Holmes: The Hound of the Baskervilles,105.0,1988
Scattered Clouds,108.0,1967
Dealin' with Idiots,86.0,2013
Super Capers,98.0,2009
Fight for Your Right Revisited,30.0,2011
Busting,92.0,1974
Comes a Bright Day,91.0,2012
Frankenstein,115.0,2004
"North and South, Book II",0.0,1986
Penthouse North,90.0,2013
Johan Falk: GSI - Gruppen för särskilda insatser,113.0,2009
Johan Falk: Vapenbröder,93.0,2009
Cheeky Girls,97.0,2008
Fresh Guacamole,2.0,2012
Adam and Dog,16.0,2013
Bloodsuckers,99.0,2005
Poolside,15.0,2012
Stuntwoman,100.0,1977
Doodlebug,3.0,1997
Jean-Luc Cinema Godard,24.0,2009
Tropico,27.0,2013
Workers Leaving the Lumière Factory,1.0,1895
A Night at the Movies: The Horrors of Stephen King,58.0,2011
A Night at the Movies: The Suspenseful World of Thrillers,58.0,2009
"Bianco, rosso e Verdone",110.0,1981
Borotalco,107.0,1982
Soap and Water,109.0,1983
I due carabinieri,0.0,1984
Great!,110.0,1986
My Sister and I,110.0,1987
Compagni di scuola,0.0,1988
The Child and the Policeman,0.0,1989
Maledetto il giorno che t'ho incontrato,,1992
Perdiamoci di vista!,0.0,1994
Viaggi di nozze,103.0,1995
Iris Blond,113.0,1996
Gallo cedrone,0.0,1998
A Chinese in a Coma,108.0,2000
Love Is Eternal While It Lasts,108.0,2004
Ma che colpa abbiamo noi,0.0,2003
My best enemy,110.0,2006
"Grande, grosso e Verdone",0.0,2008
"Me, Them And Lara",115.0,2010
Posti in piedi in paradiso,0.0,2012
Man on High Heels,125.0,2014
Miss Zombie,85.0,2013
Sotto una buona stella,0.0,2014
Shinbone Alley,85.0,1970
Lullaby,117.0,2014
Over Your Dead Body,93.0,2014
A Walk in the Old City of Warsaw,18.0,1958
Korengal,84.0,2014
The Hire: Powder Keg,14.0,2001
The Hire: Chosen,6.0,2001
The Hire: Ambush,6.0,2001
The Hire: Ticker,11.0,2002
The Hire: Beat the Devil,9.0,2002
The Hire: Hostage,11.0,2002
"Pancho, el perro millonario",,2014
The Reef 2: High Tide,80.0,2012
Filly Brown,100.0,2013
The Winter of Discontent,96.0,2013
The Nautical Chart,0.0,2007
Space Buddies,84.0,2009
All Relative,85.0,2014
Imagine I'm Beautiful,91.0,2014
The Body of My Enemy,120.0,1976
Pasha,90.0,1968
The Gentleman from Epsom,82.0,1962
The Great Spy Chase,105.0,1964
Taxi for Tobruk,95.0,1961
Forbidden Kingdom,127.0,2014
"Excuse Me Darling, But Lucas Loved Me",92.0,1997
Stay,99.0,2013
No Distance Left to Run,104.0,2010
Santos,100.0,2008
A Patriotic Man,97.0,2013
Houdini,210.0,2014
A Night for Dying Tigers,96.0,2010
June Night,88.0,1940
Fear,83.0,1954
Hedda Gabler,75.0,1962
A Matter of Time,97.0,1976
Angele,145.0,1934
Harvest,127.0,1937
The Well-Digger's Daughter,0.0,1940
Topaze,136.0,1951
Manon of the Spring,225.0,1952
The House on 56th Street,68.0,1933
Daughter of Shanghai,62.0,1937
Lady Gangster,62.0,1942
God Is My Co-Pilot,90.0,1945
Danger Signal,78.0,1945
The Crooked Way,90.0,1949
The Color of Rain,82.0,2014
To Grandmother's House We Go,96.0,1992
101 Dalmatians II: Patch's London Adventure,70.0,2003
Such a Pretty Little Beach,91.0,1949
Justin Bieber: Never Say Never,105.0,2011
Van Wilder: Freshman Year,100.0,2009
V,197.0,1983
Shriek If You Know What I Did Last Friday the Thirteenth,86.0,2000
Tarzan,94.0,2013
Highlander V: The Source,86.0,2007
"North and South, Book I",561.0,1985
Seed,90.0,2007
StreetDance 2,85.0,2012
The Car,96.0,1977
The Hungover Games,86.0,2014
Ishq,161.0,1997
Nurse 3-D,99.0,2013
Wrong Turn 5: Bloodlines,91.0,2012
How The West Was Fun,96.0,1994
A Cry in the Wild,82.0,1990
Flu,122.0,2013
McCullin,89.0,2012
The Fox & the Child,110.0,2007
Lili's Apron,90.0,2004
The White Haired Witch of Lunar Kingdom,104.0,2014
Kevin Hart: Let Me Explain,74.0,2013
"Tad, the Lost Explorer",90.0,2012
V: The Final Battle,272.0,1984
Tactical Force,91.0,2011
Shark Attack 3: Megalodon,99.0,2002
Prowl,81.0,2010
The Duke of Burgundy,101.0,2014
Red Army,76.0,2014
Must Have Been Love,90.0,2012
Shortcut to Happiness,106.0,2003
Java Heat,104.0,2013
The Sasquatch Gang,84.0,2006
Peeples,95.0,2013
Save the Last Dance 2,90.0,2006
The Skeptic,89.0,2009
Room 6,94.0,2006
When in Rome,94.0,2002
F,79.0,2010
The Single Moms Club,111.0,2014
Nothing Left to Fear,100.0,2013
Lake Dead,90.0,2007
Hansel & Gretel,117.0,2007
Nine Lives,85.0,2002
The Power of Few,96.0,2013
Unearthed,93.0,2007
Private Valentine: Blonde & Dangerous,98.0,2008
Gun,81.0,2010
Rest Stop: Don't Look Back,89.0,2008
Sabata,111.0,1969
The Reunion,96.0,2011
I Am Ali,111.0,2014
Supermensch: The Legend of Shep Gordon,75.0,2014
Lady Cocoa,93.0,1975
It Follows,100.0,2015
Take a Girl Like You,101.0,1970
The Anomaly,97.0,2014
Sinbad: The Fifth Voyage,89.0,2014
The Sarnos: A Life in Dirty Movies,78.0,2013
Sweeney Todd: The Demon Barber of Fleet Street,140.0,1982
Touchback,118.0,2011
Unit 7,95.0,2012
Wishmaster 3: Beyond the Gates of Hell,89.0,2001
The Magical Legend of the Leprechauns,139.0,1999
Thunderstruck,94.0,2012
The Town that Dreaded Sundown,85.0,2014
White Elephant,105.0,2012
Maattrraan,168.0,2012
The Tattooist,92.0,2007
Leprechaun: Back 2 tha Hood,90.0,2003
Summer's Blood,91.0,2009
The Stranger,91.0,2010
No Man's Land: The Rise of Reeker,88.0,2008
The Shortcut,100.0,2009
Sometimes They Come Back... Again,98.0,1996
The Dentist 2: Brace Yourself,100.0,1998
Highway to Hell,94.0,1991
U.F.O.,101.0,2012
Little Lord Fauntleroy,103.0,1980
Tower of Evil,89.0,1972
The Six Wives of Henry Lefay,95.0,2009
Swinging with the Finkels,85.0,2011
The Power and the Glory,90.0,1961
The Girl from Nagasaki,107.0,2013
Man Exposed,0.0,2006
All Fall Down,111.0,1962
Nur über meine Leiche,104.0,1995
Run If You Can,112.0,2010
Someone's Gaze,7.0,2013
Time Freak,10.0,2011
Above Us Only Sky,87.0,2011
Goodbye to Language,70.0,2014
The Perfect World of Kai,101.0,2007
Planet of Dinosaurs,84.0,1977
The Berlin File,120.0,2013
The Attorney,127.0,2013
The Hatchet Man,74.0,1932
Die zwölf Geschworenen,,1963
The Final Girl,80.0,2014
Dot and the Whale,75.0,1986
The Blood of Fu Manchu,92.0,1968
All Things Fall Apart,106.0,2011
Altitude,90.0,2010
Carry On Cabby,91.0,1963
Carry On Behind,90.0,1975
Carry On Cruising,89.0,1962
Che!,96.0,1969
China Girl,90.0,1987
Cops and Robbers,89.0,1973
Never a Dull Moment,99.0,1968
Cyrus: Mind of a Serial Killer,87.0,2010
Memories of My Melancholy Whores,90.0,2011
Get a Horse!,6.0,2013
Happy New Year,180.0,2014
Bill Burr: Let It Go,65.0,2010
Bill Burr: Why Do I Do This?,55.0,2008
Pride of the Bowery,68.0,1940
His Way,87.0,2011
Into the Sun,101.0,1992
Jack the Giant Killer,87.0,2013
Lost Boundaries,99.0,1949
Elvis and Me,240.0,1988
Child of Rage,94.0,1992
Christmas Every Day,95.0,1996
Picture This,92.0,2008
Going Straight,60.0,1916
Scorned,100.0,1994
Mardi Gras: Spring Break,88.0,2011
The Face of Marble,72.0,1946
The Horsemen,109.0,1971
The Man Who Shook the Hand of Vicente Fernandez,99.0,2012
The Squeeze,101.0,1987
The Squeeze,99.0,1978
Journey to the End of the Night,88.0,2006
The Bride,114.0,1985
Wishmaster 4: The Prophecy Fulfilled,92.0,2002
Will,102.0,2011
Lizzie Borden Took An Ax,91.0,2014
Tim,109.0,1979
Switching Goals,85.0,1999
Wrong Side of Town,88.0,2010
Snowboard Academy,88.0,1997
The End,95.0,2012
The White Buffalo,97.0,1977
Shark Attack,95.0,1999
Killer Movie,93.0,2008
Sex and the Single Girl,110.0,1964
The Wizard of Gore,94.0,2007
Python,99.0,2000
No Thanks,97.0,2014
Grave Halloween,89.0,2013
At the Devil's Door,91.0,2014
Reaching for the Moon,118.0,2013
Beneath the Harvest Sky,116.0,2013
Hotel Very Welcome,90.0,2007
Off Beat,100.0,2004
"Love, Money, Love",128.0,2000
Garbage Prince,0.0,2011
Ator the Iron Warrior,82.0,1987
The New Godfathers,88.0,1979
Battle of the Stars,95.0,1978
War of the Planets,89.0,1977
The Weight of Elephants,87.0,2013
White Fang and the Hunter,91.0,1975
Lisztomania,103.0,1975
Super Stooges vs the Wonder Women,105.0,1974
Battle of the Amazons,90.0,1973
Il tuo dolce corpo da uccidere,88.0,1970
The Magnificent Gladiator,0.0,1964
Rattlers,82.0,1976
Blablablá,26.0,1968
The Uninvited Guest,110.0,2004
Paradise,103.0,2013
The (Dead Mothers) Club,75.0,2014
Confessor Caressor,20.0,1989
The Studio Murder Mystery,19.0,1932
Midnight Mary,74.0,1933
Knockout,95.0,2011
Goofy Movies Number One,8.0,1933
Bosko's Parlor Pranks,8.0,1934
Tapia,81.0,2013
Trapped in the Closet: Chapters 23-33,45.0,2012
Three Brave Men,88.0,1956
The Great Gatsby,80.0,1926
Thieves Fall Out,72.0,1941
Merlusse,72.0,1938
Open Heart,54.0,2013
The Gift of Love,98.0,1978
The Loyal 47 Ronin,166.0,1958
This Side of the Law,74.0,1950
The Spiritual Boxer,98.0,1975
Women in the Wind,63.0,1939
The Lone Ranger,264.0,1938
Katt Williams: Priceless: Afterlife,58.0,2014
Take a Giant Step,100.0,1959
Pets,97.0,1974
That Girl From Paris,104.0,1936
Swedenhielms,92.0,1935
Sebastian Maniscalco: What's Wrong with People?,75.0,2012
Samurai Vendetta,109.0,1959
The Challenge,74.0,1970
Newcastle,107.0,2008
Mr. Denning Drives North,93.0,1952
The Cheat,91.0,1950
Beautiful Stranger,89.0,1954
Without Lying Down: Frances Marion and the Power of Women in Hollywood,56.0,2000
"See You Tomorrow, Everyone",120.0,2013
Rebirth,104.0,2011
Skateland,98.0,2010
Stuart Little 3: Call of the Wild,72.0,2005
Urban Explorer,88.0,2011
The Substitute 2: School's Out,89.0,1998
Shadow People,89.0,2013
Seventh Moon,87.0,2008
Snow Queen,180.0,2002
Sacrifice,100.0,2011
The Old Maid,95.0,1939
Maniac Cop 3: Badge of Silence,85.0,1993
Step By Step,62.0,1946
The Get-Away,89.0,1941
Hate Thy Neighbor,86.0,1968
Pimp Bullies,78.0,2011
Pink Saris,96.0,2010
Espacio interior,87.0,2013
The Dancer,112.0,2011
Witch's Night Out,28.0,1978
Kings Point,40.0,2012
The Seventh Sin,94.0,1957
The Green Hornet,90.0,1974
Mantle,60.0,2005
Onibi: The Fire Within,101.0,1997
Pickup Alley,92.0,1957
Long Day's Journey Into Night,170.0,1987
The Golden Hawk,83.0,1952
Summer of the Seventeenth Doll,93.0,1959
Too Tough to Die: A Tribute to Johnny Ramone,76.0,2006
The Formula,90.0,2014
Without Pity,90.0,1948
Where Do We Go from Here?,74.0,1945
The Man in Possession,84.0,1931
Submarine,88.0,1928
Two Loves,96.0,1961
Method to the Madness of Jerry Lewis,115.0,2011
The Innocents,96.0,1987
The Four Feathers,0.0,1929
Lady Scarface,66.0,1941
Mine Own Executioner,108.0,1947
The Green Years,91.0,1963
The Arnelo Affair,86.0,1947
Looking Forward,82.0,1933
Passion Flower,79.0,1930
The Beat Generation,95.0,1959
San Quentin,66.0,1946
Pretty Baby,92.0,1950
Made in Romania,96.0,2010
Johnny Allegro,81.0,1949
Walk a Crooked Mile,91.0,1948
Haunting of the Innocent,90.0,2014
The Boys,123.0,1962
Tender Scoundrel,94.0,1966
Once Before I Die,97.0,1966
Jungle Man-Eaters,68.0,1954
The Kill Hole,91.0,2012
Princess and the Pony,88.0,2011
Wicked as They Come,94.0,1956
Night Court,92.0,1932
The Littlest Angel,84.0,2011
Valley of Head Hunters,67.0,1953
Loose Ankles,67.0,1930
Voodoo Tiger,67.0,1952
Sergio,90.0,2009
One Is a Lonely Number,97.0,1972
Somewhere Tonight,85.0,2011
Roman Polanski: Odd Man Out,88.0,2012
The Hound of the Baskervilles,105.0,2002
Psych:9,98.0,2010
Her Best Move,101.0,2007
Tarzan and the Amazons,76.0,1945
The Bone Snatcher,90.0,2003
Snow Buddies,87.0,2008
Trust Me,90.0,2013
The Haunting Hour: Don't Think About It,87.0,2007
The Time of Their Lives,82.0,1946
The Message,118.0,2009
The Gene Generation,96.0,2007
The Old Maid,85.0,1972
Spring Is Here,69.0,1930
School For All,97.0,2006
The Elephant Man,90.0,1982
No Questions Asked,80.0,1951
Sex and Consequences,100.0,2006
Riff-Raff,80.0,1947
On the Inside,95.0,2011
Solomon and Sheba,139.0,1959
The Heavy,102.0,2010
Water,94.0,1985
Ground Control,98.0,1998
Guy X,101.0,2005
Perkins' 14,95.0,2009
Tell Them Willie Boy Is Here,98.0,1969
The Hunters,111.0,2011
The Sea Chase,117.0,1955
Incubus,84.0,2006
Kevin Hart: Seriously Funny,72.0,2010
Shark Attack 2,98.0,2001
The Reptile,90.0,1966
Last of the Renegades,94.0,1964
One Husband Too Many,0.0,2010
Scooby-Doo! Camp Scare,72.0,2010
Half of a Yellow Sun,106.0,2014
"Hey There, It's Yogi Bear",89.0,1964
Top Sensation,89.0,1969
The Sweet Body of Deborah,95.0,1968
So Sweet... So Perverse,89.0,1969
Men to Kiss,83.0,2012
Lille Fridolf Blir Morfar,0.0,1957
Beck 28 - Familjen,90.0,2015
The Stranger's Return,89.0,1933
Weary River,86.0,1929
Koran by Heart,90.0,2011
The Affairs of Martha,66.0,1942
Night and Day,90.0,1991
Three Night Stand,86.0,2013
The Hangman,87.0,1959
Beyond the Walls,103.0,1984
Paradise for Three,78.0,1938
The Feathered Serpent,68.0,1948
You're Only Young Once,78.0,1937
In His Father's Shoes,105.0,1997
Jim Norton: Please Be Offended,60.0,2012
We Were Dancing,95.0,1942
The Secret of Dr. Kildare,84.0,1939
The Sky Dragon,64.0,1949
The Man Without a Map,118.0,1968
The Bride Goes Wild,98.0,1948
PT 109,140.0,1963
Noah's Ark,160.0,1999
The Lookout,89.0,2012
When A Stranger Calls Back,94.0,1993
Mr. Magoo's Christmas Carol,53.0,1962
Ritual,87.0,2012
Master of the World,102.0,1961
Tooth Fairy 2,90.0,2012
In Name Only,94.0,1939
Love's Kitchen,86.0,2011
"Stay Away, Joe",102.0,1968
They Call Me Renegade,92.0,1987
The Diary of Anne Frank,100.0,2009
Wishcraft,102.0,2002
Knights,95.0,1993
The Chatterley Affair,90.0,2006
Fanny Hill,120.0,2007
The Suspicions of Mr. Whicher: The Murder at Road Hill House,94.0,2011
The Last Wagon,98.0,1956
The Philly Kid,94.0,2012
Ping Pong Summer,92.0,2014
Sabretooth,90.0,2002
Pride and Prejudice,265.0,1980
Sometimes They Come Back... for More,89.0,1998
Kid Galahad,95.0,1962
The Captains,97.0,2011
Homeboy,116.0,1988
Merlin's Apprentice,176.0,2006
The Siege of Firebase Gloria,97.0,1989
The Bumblebee Flies Anyway,95.0,2000
Oasis of the Zombies,85.0,1982
The Land Before Time VII: The Stone of Cold Fire,75.0,2000
The Amazing Dr. Clitterhouse,87.0,1938
The Freebie,78.0,2010
The Violent Kind,89.0,2010
Ricky Gervais: Out of England - The Stand-Up Special,72.0,2008
Man of the East,115.0,1972
The Desperado Trail,93.0,1965
Soccer Dog: The Movie,99.0,1999
Ice Soldiers,95.0,2013
Maniac,51.0,1934
Wild Cherry,120.0,2009
The Key,110.0,1983
The Roost,80.0,2005
Sonny Boy,130.0,2011
Vampires: The Turning,84.0,2005
Siren,86.0,2010
The Land Before Time IX: Journey to the Big Water,71.0,2002
Love n' Dancing,93.0,2009
Walking Tall: The Payback,88.0,2007
The Way West,122.0,1967
Shock,70.0,1946
Mask Maker,90.0,2010
Thorne: Sleepyhead,125.0,2010
La Mission,117.0,2009
Stir of Echoes: The Homecoming,89.0,2007
The Outrage,96.0,1964
The Canterville Ghost,92.0,1996
Dirkie - Lost in the Desert,84.0,1969
Somewhere in Sonora,59.0,1933
The Sellout,83.0,1952
Let the Good Times Roll,99.0,1973
The Vanishing American,110.0,1925
Mandela,118.0,1996
TekWar: TekJustice,100.0,1994
Thunder Birds,78.0,1942
Murder Is My Beat,77.0,1955
Sam Peckinpah's West: Legacy of a Hollywood Renegade,89.0,2004
The White Sister,135.0,1923
The Naughty Flirt,56.0,1931
The Law and Jake Wade,86.0,1958
Without Men,83.0,2011
Two Times Lotte,105.0,1950
The Land Before Time VIII: The Big Freeze,75.0,2001
War of the Colossal Beast,69.0,1958
Who's Minding the Store?,90.0,1963
The Six Million Dollar Man,90.0,1973
The Love Letter,98.0,1998
The Land Before Time X: The Great Longneck Migration,84.0,2003
The Deadly Bees,83.0,1966
They Came from Beyond Space,85.0,1967
"Mumsy, Nanny, Sonny & Girly",102.0,1970
Tales That Witness Madness,90.0,1973
Son of Dracula,90.0,1974
Craze,96.0,1974
The Ghoul,90.0,1975
Dark Tower,91.0,1989
Holy Water,93.0,2009
Supernova,172.0,2005
Kissin' Cousins,96.0,1964
Student Services,101.0,2010
JLA Adventures: Trapped in Time,52.0,2014
Joy Ride 3,96.0,2014
Inside Out,93.0,2011
The Karate Dog,84.0,2004
Since You've Been Gone,96.0,1998
Peter and Vandy,78.0,2009
Hercules and the Amazon Women,91.0,1994
Howling VI: The Freaks,102.0,1991
The Comedians,152.0,1967
Vi hade i alla fall tur med vädret,57.0,1980
Tomorrow You're Gone,91.0,2012
Wicked Blood,92.0,2014
Killer Pad,84.0,2008
"What Did You Do in the War, Daddy?",116.0,1966
Rachel and the Stranger,80.0,1948
The Indian Fighter,88.0,1955
"Little Fish, Strange Pond",80.0,2009
Trading Mom,82.0,1994
MVP 2: Most Vertical Primate,87.0,2001
Air Bud: Seventh Inning Fetch,93.0,2002
Chestnut: Hero of Central Park,87.0,2004
Spymate,81.0,2006
Air Buddies,80.0,2006
The Search for Santa Paws,89.0,2010
Spooky Buddies,88.0,2011
Treasure Buddies,93.0,2012
Santa Paws 2: The Santa Pups,88.0,2012
Super Buddies,81.0,2013
Malicious,92.0,1995
White Tiger,93.0,1996
Warlock III: The End of Innocence,94.0,1999
The Lost Tribe,86.0,2009
Jim Thorpe – All-American,107.0,1951
Guns for San Sebastian,111.0,1968
Assault of the Party Nerds,82.0,1989
Assault of the Party Nerds 2,86.0,1995
Popstar,94.0,2005
Miracle Dogs Too,85.0,2006
InSight,92.0,2011
Imaginary Friend,99.0,2012
In the Dark,88.0,2013
Non-Stop,90.0,2013
Expecting Amish,85.0,2014
Rough Riders,240.0,1997
The Devil's Brother,90.0,1933
TekWar: TekLab,105.0,1994
TekWar: TekLords,96.0,1994
Musical Chairs,102.0,2012
Night Song,102.0,1947
John Loves Mary,96.0,1949
The Underneath,88.0,2013
The Deep Six,105.0,1958
The Delay,84.0,2012
The Telegraph Trail,54.0,1933
No Orchids for Miss Blandish,104.0,1948
The Moonlighter,77.0,1953
Nervous Ticks,95.0,1992
Man of the Moment,85.0,1955
Oliver Twist,103.0,1982
Pretty Devils,95.0,2000
The Underworld Story,91.0,1950
Music for Millions,117.0,1944
My Gal Sal,103.0,1942
Wild Orchids,100.0,1929
Movers & Shakers,80.0,1985
The Rainbow Tribe,90.0,2011
Nancy Drew... Trouble Shooter,68.0,1939
Mosquita y Mari,85.0,2012
The Defector,106.0,1966
Graveyard Shift,85.0,2005
Jabberwock Dragon Siege,140.0,2011
Sunday Too Far Away,93.0,1975
The Moon and Sixpence,89.0,1942
Nana,150.0,1926
Heaven with a Gun,98.0,1969
Nancy Drew and the Hidden Staircase,60.0,1939
Stranded,96.0,2002
Moscow Chill,90.0,2007
Nancy Drew: Detective,66.0,1938
True Adolescents,88.0,2009
The Captain Hates the Sea,93.0,1934
The Little Rascals Save the Day,93.0,2014
"Love, Cheat & Steal",96.0,1993
Ticket Out,89.0,2011
Love Nest,84.0,1951
Jigsaw,70.0,1949
Oliver Twist,386.0,1999
S*P*Y*S,87.0,1974
Older Than America,102.0,2008
Murders in the Rue Morgue,87.0,1971
The Piano Player,91.0,2003
Miracle in the Rain,108.0,1956
The Man Who Came Back,122.0,2008
More Than a Miracle,104.0,1967
Waterborne,80.0,2005
Oblivion,94.0,1994
Mosquito Squadron,86.0,1969
Night of Dark Shadows,95.0,1971
The Thirst,88.0,2007
Mostly Ghostly,93.0,2008
Muscle Beach Party,94.0,1964
The Old Dark House,86.0,1963
Necrosis,90.0,2009
Hot Water,59.0,1924
The Thirteen Assassins,141.0,1963
